oid,description
.1.3.6.1.4.1.318.1.1.12.5.6.1.3.16,Getting this OID will return the Outlet load state outletLoadNormal1 indicates that the Outlet is operating properly within the rPDUOutletConfigMonitoredLowLoadThreshold and rPDUOutletConfigMonitoredNearOverloadThreshold OID values outletLoadLow2 indicates that the Outlet load has dropped below the rPDUOutletConfigMonitoredLowLoadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadNearOverload3 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredNearOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadOverload4 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared
.1.3.6.1.4.1.318.1.1.12.5.6.1.3.17,Getting this OID will return the Outlet load state outletLoadNormal1 indicates that the Outlet is operating properly within the rPDUOutletConfigMonitoredLowLoadThreshold and rPDUOutletConfigMonitoredNearOverloadThreshold OID values outletLoadLow2 indicates that the Outlet load has dropped below the rPDUOutletConfigMonitoredLowLoadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadNearOverload3 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredNearOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadOverload4 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared
.1.3.6.1.4.1.318.1.1.12.5.6.1.3.18,Getting this OID will return the Outlet load state outletLoadNormal1 indicates that the Outlet is operating properly within the rPDUOutletConfigMonitoredLowLoadThreshold and rPDUOutletConfigMonitoredNearOverloadThreshold OID values outletLoadLow2 indicates that the Outlet load has dropped below the rPDUOutletConfigMonitoredLowLoadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadNearOverload3 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredNearOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadOverload4 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared
.1.3.6.1.4.1.318.1.1.12.5.6.1.3.19,Getting this OID will return the Outlet load state outletLoadNormal1 indicates that the Outlet is operating properly within the rPDUOutletConfigMonitoredLowLoadThreshold and rPDUOutletConfigMonitoredNearOverloadThreshold OID values outletLoadLow2 indicates that the Outlet load has dropped below the rPDUOutletConfigMonitoredLowLoadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadNearOverload3 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredNearOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadOverload4 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared
.1.3.6.1.4.1.318.1.1.12.5.6.1.3.20,Getting this OID will return the Outlet load state outletLoadNormal1 indicates that the Outlet is operating properly within the rPDUOutletConfigMonitoredLowLoadThreshold and rPDUOutletConfigMonitoredNearOverloadThreshold OID values outletLoadLow2 indicates that the Outlet load has dropped below the rPDUOutletConfigMonitoredLowLoadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadNearOverload3 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredNearOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadOverload4 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared
.1.3.6.1.4.1.318.1.1.12.5.6.1.3.21,Getting this OID will return the Outlet load state outletLoadNormal1 indicates that the Outlet is operating properly within the rPDUOutletConfigMonitoredLowLoadThreshold and rPDUOutletConfigMonitoredNearOverloadThreshold OID values outletLoadLow2 indicates that the Outlet load has dropped below the rPDUOutletConfigMonitoredLowLoadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadNearOverload3 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredNearOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadOverload4 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared
.1.3.6.1.4.1.318.1.1.12.5.6.1.3.22,Getting this OID will return the Outlet load state outletLoadNormal1 indicates that the Outlet is operating properly within the rPDUOutletConfigMonitoredLowLoadThreshold and rPDUOutletConfigMonitoredNearOverloadThreshold OID values outletLoadLow2 indicates that the Outlet load has dropped below the rPDUOutletConfigMonitoredLowLoadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadNearOverload3 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredNearOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadOverload4 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared
.1.3.6.1.4.1.318.1.1.12.5.6.1.3.23,Getting this OID will return the Outlet load state outletLoadNormal1 indicates that the Outlet is operating properly within the rPDUOutletConfigMonitoredLowLoadThreshold and rPDUOutletConfigMonitoredNearOverloadThreshold OID values outletLoadLow2 indicates that the Outlet load has dropped below the rPDUOutletConfigMonitoredLowLoadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadNearOverload3 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredNearOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadOverload4 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared
.1.3.6.1.4.1.318.1.1.12.5.6.1.3.24,Getting this OID will return the Outlet load state outletLoadNormal1 indicates that the Outlet is operating properly within the rPDUOutletConfigMonitoredLowLoadThreshold and rPDUOutletConfigMonitoredNearOverloadThreshold OID values outletLoadLow2 indicates that the Outlet load has dropped below the rPDUOutletConfigMonitoredLowLoadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadNearOverload3 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredNearOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared outletLoadOverload4 indicates that the Outlet load is greater than or equal to the rPDUOutletConfigMonitoredOverloadThreshold OID value An SNMP trap will occur when this state is entered or cleared
.1.3.6.1.4.1.318.1.1.26.1.0,The total number of Rack PDUs
.1.3.6.1.4.1.318.1.1.26.2.1.1.1,The index to the Rack PDU identification table entry
.1.3.6.1.4.1.318.1.1.26.2.1.2.1,The userdefined Rack PDU numeric ID
.1.3.6.1.4.1.318.1.1.26.2.1.3.1,A userdefined string identifying the Rack PDU
.1.3.6.1.4.1.318.1.1.26.2.1.4.1,A userdefined string identifying the location of the Rack PDU
.1.3.6.1.4.1.318.1.1.26.2.1.5.1,The Rack PDU hardware version
.1.3.6.1.4.1.318.1.1.26.2.1.6.1,The Rack PDU firmware version
.1.3.6.1.4.1.318.1.1.26.2.1.7.1,The date the Rack PDU was manufactured in mmddyyyy format
.1.3.6.1.4.1.318.1.1.26.2.1.8.1,The Rack PDU model number
.1.3.6.1.4.1.318.1.1.26.2.1.9.1,The Rack PDU serial number
.1.3.6.1.4.1.318.1.1.26.2.1.10.1,A userdefined string identifying the person to contact regarding the Rack PDU
.1.3.6.1.4.1.318.1.1.26.2.1.11.1,The Rack PDU Boot Monitor version
.1.3.6.1.4.1.318.1.1.26.2.1.12.1,The Rack PDU Long Description name
.1.3.6.1.4.1.318.1.1.26.2.1.13.1,The Rack PDU Network Management Card NMC serial number
.1.3.6.1.4.1.318.1.1.26.2.1.14.1,The Rack PDU Application build date
.1.3.6.1.4.1.318.1.1.26.2.1.15.1,The Rack PDU AOS build date
.1.3.6.1.4.1.318.1.1.26.2.1.16.1,The Rack PDU Boot Monitor build date
.1.3.6.1.4.1.318.1.1.26.3.0,The total number of Rack PDUs
.1.3.6.1.4.1.318.1.1.26.4.1.1.1.1,The index to the Rack PDU table entry
.1.3.6.1.4.1.318.1.1.26.4.1.1.2.1,The userdefined Rack PDU numeric ID
.1.3.6.1.4.1.318.1.1.26.4.1.1.3.1,A userdefined string identifying the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.1.1.4.1,A userdefined string identifying the location of the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.1.1.5.1,Indicates the intended physical orientation of the display displayNormal1 indicates normal orientation displayReverse2 indicates upside down orientation
.1.3.6.1.4.1.318.1.1.26.4.1.1.6.1,The amount of delay measured in seconds between when power is provided to the Rack PDU and when the Rack PDU provides basic master power to the outlets Allowed values are 1 never apply power automatically 0 apply power immediately 1 to 300 delay up to 300 seconds 5 minutes
.1.3.6.1.4.1.318.1.1.26.4.1.1.7.1,Userdefined low power draw alarm threshold measured in tenths of kilowatts Models that do not support this feature will respond to this OID with a value of 1
.1.3.6.1.4.1.318.1.1.26.4.1.1.8.1,Userdefined near power overload threshold measured in tenths of kilowatts Models that do not support this feature will respond to this OID with a value of 1
.1.3.6.1.4.1.318.1.1.26.4.1.1.9.1,Userdefined power overload threshold measured in tenths of kilowatts Models that do not support this feature will respond to this OID with a value of 1
.1.3.6.1.4.1.318.1.1.26.4.1.1.10.1,Setting this OID to reset 2 will cause the existing peak power value to be replaced by the current load power value Getting this OID will do nothing and return the noOperation1 value Models that do not support this feature will respond to this OID with a value of not supported 3 Attempts to set this OID in these models will fail
.1.3.6.1.4.1.318.1.1.26.4.1.1.11.1,Setting this OID to reset 2 will cause the device energy meter value to be reset to zero Getting this OID in models that support this feature will do nothing and return the noOperation1 value Models that do not support this feature will respond to this OID with a value of notSupported 3 Attempts to set this OID in these models will fail
.1.3.6.1.4.1.318.1.1.26.4.1.1.12.1,Setting this OID to reset 2 will cause the all outlet energy meter values to be reset to zero Getting this OID will do nothing and return the noOperation1 value Models that do not support this feature will respond to this OID with a value of notSupported 3 Attempts to set this OID in these models will fail
.1.3.6.1.4.1.318.1.1.26.4.1.1.13.1,Setting this OID to reset 2 will cause the all outlet peak load values to be reset to zero Getting this OID will do nothing and return the noOperation1 value Models that do not support this feature will respond to this OID with a value of notSupported 3 Attempts to set this OID in these models will fail
.1.3.6.1.4.1.318.1.1.26.4.1.1.14.1,A userdefined string identifying the person to contact regarding the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.2.1.1.1,The index to the Rack PDU properties table entry
.1.3.6.1.4.1.318.1.1.26.4.2.1.2.1,The userdefined Rack PDU numeric ID
.1.3.6.1.4.1.318.1.1.26.4.2.1.3.1,A userdefined string identifying the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.2.1.4.1,The number of outlets on the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.2.1.5.1,The number of switched outlets on the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.2.1.6.1,The number of metered outlets on the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.2.1.7.1,The number of phases present in the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.2.1.8.1,The number of metered banks present in the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.2.1.9.1,The maximum current rating measured in Amps for the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.2.1.10.1,Rack PDU orientation
.1.3.6.1.4.1.318.1.1.26.4.2.1.11.1,Getting this OID will return outlet layout for the device seqPhaseToNeutral1 indicates outlet layout as follows 11N22N33N41N52N or for single phase SKUs all outlets 1N seqPhaseToPhase2 indicates outlet layout as follows 112223331412523 seqPhToNeu21PhToPh3 indicates outlet layout as follows 11N22N213N221223232431 seqPhToPhGrouped4 indicates outlet layout as follows For AP8xxx SKUs Group 112 Group 223 Group 331 seqPhToNGrouped5 indicates outlet layout as follows This unit has 3 outlet groups Group 11N Group 22N Group 33N seqPToN1516PToPGrouped6 indicates outlet layout as follows This unit has 4 outlet groups Group 1 Outlets 11412 Group 2 Outlets 15161N Group 323 Group 431 seqPhToPh2xGrouped7 indicates outlet layout as follows This unit has 6 outlet groups Group 112 Group 212 Group 323 Group 423 Group 531 Group 631 seqPhToN2xGrouped8 indicates outlet layout as follows This unit has 6 outlet groups Group 11N Group 21N Group 32N Group 42N Group 53N Group 63N seqNotApplicable9 Outlet layout does not affect any of the user interfaces for AP88XX SKUs These SKUs may report seqNotApplicable9 if there is not an exact outlet layout match available seqPhToNPhToPhPhToN10 indicates outlet layout as follows Group 11N Group 212 Group 32N Only AP7xxx AP8xxx SKUs support this feature Product which does not support this feature will respond with 1
.1.3.6.1.4.1.318.1.1.26.4.2.1.12.1,The maximum current rating measured in Amps for the Rack PDU
.1.3.6.1.4.1.318.1.1.26.4.2.1.13.1,The maximum power rating measured in tenths of kilowatts for the Rack PDU
